timestamp,accX,accY,accZ,geoX,geoY,geoZ,label
1.59244E+12,-0.8328678,0.24664176,0.2743406,-0.250672,1.3619419,4.041832,0
1.59244E+12,-1.1593745,0.59782207,0.2820062,-0.774611,0.857724,3.876069,0
1.59244E+12,-0.809871,0.88480294,0.36560914,-1.4477899,1.5826039,3.70924,0
1.59244E+12,-1.2997507,1.2022067,-0.00952615,-3.517962,2.4476628,3.502436,0
1.59244E+12,-1.1064339,1.2628129,-0.07180915,-3.1619182,0.774043,4.041299,0
1.59244E+12,-1.8456852,1.5507519,-0.032283403,-4.238578,1.123158,3.783327,0
1.59244E+12,-1.8157415,1.7670656,-0.29794437,-4.865919,0.974984,3.580254,0
1.59244E+12,-2.2342353,1.9836187,-0.26967746,-5.62118,1.3336929,2.769028,0
1.59244E+12,-2.1621308,2.1695094,-0.6766729,-6.6589313,1.248946,1.479701,0
1.59244E+12,-2.592123,2.001585,-0.46371293,-6.156312,1.727047,0.453143,0
1.59244E+12,-2.4012017,1.8719885,-1.2518325,-6.524082,2.137457,-2.190004,0
1.59244E+12,-2.193991,1.6415415,-1.50863,-5.216633,2.8303568,-3.466006,0
1.59244E+12,-1.7177655,1.7656282,-1.3660978,-3.0702422,5.09081,-5.435441,0
1.59244E+12,-1.1977024,1.719395,-1.3572345,-0.77940804,4.546617,-6.059051,0
1.59244E+12,-1.0417554,1.6132746,-1.3038148,1.301424,2.988658,-5.871968,0
1.59244E+12,-0.65823585,1.0702146,-1.1181636,2.4948108,2.4844398,-5.204119,0
1.59244E+12,-0.3868257,1.0127227,-1.2906396,2.3359768,2.8927178,-4.831552,0
1.59244E+12,-0.16811654,0.95570976,-1.1988919,2.5534408,3.368687,-4.182891,0
1.59244E+12,-0.092179194,0.8026373,-0.91023415,3.198904,4.1783137,-3.007093,0
1.59244E+12,-0.0136068,0.81317747,-0.71164715,3.379058,3.7449849,-2.042363,0
1.59244E+12,-0.15038985,0.5812931,-0.4562869,3.500582,3.113913,-0.914002,0
1.59244E+12,-0.21746385,0.30078006,-0.19206324,3.5757349,3.4502358,0.30337,0
1.59244E+12,-0.11182229,0.259817,-0.052166052,2.830601,3.372951,0.561875,0
1.59244E+12,-0.1879992,-0.04081825,0.13875529,2.241103,3.24663,1.364573,0
1.59244E+12,-0.2052468,0.0528458,0.08821025,1.6078991,2.465252,1.865593,0
1.59244E+12,-0.29268256,0.0461384,0.067848496,1.372846,2.1971529,2.496132,0
1.59244E+12,-0.5219319,0.04062875,0.16223119,1.296627,2.0516438,2.758901,0
1.59244E+12,-0.36167294,0.1410002,0.29278594,1.223073,2.460988,2.906009,0
1.59244E+12,-0.5209737,0.2210099,0.16199166,0.159738,2.603832,2.87243,0
1.59244E+12,-0.62398016,0.4236692,0.1976846,0.110169,2.0921519,3.425151,0
1.59244E+12,-1.0288197,0.5592545,0.38645,-0.29810902,1.010695,3.652742,0
1.59244E+12,-0.3911376,0.8788142,0.13420385,-1.348652,2.229666,2.875628,0
1.59244E+12,-1.61428,1.0005057,0.19552866,-3.014277,1.910932,4.64199,0
1.59244E+12,-1.0534933,1.409657,-0.050010096,-3.0126781,0.696225,3.566929,0
1.59244E+12,-1.8694006,1.9256477,-0.5166535,-5.916995,2.777057,2.149149,0
1.59244E+12,-1.8866482,1.4053451,-0.2627305,-5.3802643,1.3997849,4.795494,0
1.59244E+12,-2.0301387,1.8293486,-0.6172645,-6.691977,3.348433,2.36075,0
1.59244E+12,-1.7146513,2.0248215,-0.44838175,-5.740572,1.8741549,0.5219,0
1.59244E+12,-2.1202095,1.845638,-1.0149175,-5.762958,0.253302,-1.185299,0
1.59244E+12,-2.1791387,1.8415657,-0.87190616,-6.230399,1.0213549,0.336416,0
1.59244E+12,-2.26897,1.625252,-1.3663374,-5.532169,1.694534,-2.091932,0
1.59244E+12,-1.9846243,1.5914755,-1.2937537,-4.719344,3.852118,-4.353451,0
1.59244E+12,-1.4760596,1.5184127,-1.2384176,-2.498866,5.6941657,-5.547371,0
1.59244E+12,-1.0453486,1.4858339,-1.3263324,-0.69093,4.43522,-6.296769,0
1.59244E+12,-0.8805383,1.0551231,-1.404905,2.1035888,2.542537,-4.934421,0
1.59244E+12,-1.104278,1.2139447,-1.31172,1.359521,2.608096,-5.491406,0
1.59244E+12,-0.6639851,1.0354799,-1.376159,2.633924,3.0296988,-4.530407,0
1.59244E+12,-0.5988275,0.959303,-1.2120671,3.0267448,4.0877037,-3.679206,0
1.59244E+12,-0.3901794,0.7657466,-0.8239962,3.677538,4.085039,-2.821076,0
1.59244E+12,-0.09193965,0.7616743,-0.48048145,3.286316,3.892093,-1.58878,0
1.59244E+12,-0.11349915,0.53649724,-0.30608904,3.344413,3.059547,-0.403921,0
1.59244E+12,-0.0548094,0.42917886,-0.2205697,2.7469199,2.922566,0.485656,0
1.59244E+12,-0.0653496,0.2334665,0.059464253,2.6818938,3.285006,1.303278,0
1.59244E+12,-0.11685286,0.1922639,0.0975527,2.461232,2.947084,1.822953,0
1.59244E+12,-0.1573368,0.08087315,0.13085015,2.089731,2.490836,2.207779,0
1.59244E+12,-0.44503635,-0.049202498,0.38429406,2.3029308,2.1641068,2.756769,0
1.59244E+12,-0.42611188,0.00182165,0.30404478,1.596173,2.508425,2.777023,0
1.59244E+12,-0.49270684,-0.0621382,0.34165415,0.789211,2.629416,2.715195,0
1.59244E+12,-0.45318103,0.16567385,0.1583984,0.200779,2.817565,2.852709,0
1.59244E+12,-0.7998099,0.12974134,0.19624731,-0.140874,1.5165119,3.429948,0
1.59244E+12,-0.85514593,0.32377684,0.23649171,-0.012421,1.235621,3.174641,0
1.59244E+12,-0.9176685,0.35300195,0.116477154,-1.328931,1.8555,3.574924,0
1.59244E+12,-1.0448695,0.5252384,0.059464253,-2.627852,2.527613,3.518959,0
1.59244E+12,-1.2760353,0.65770954,-0.0873799,-2.914606,1.42377,3.379846,0
1.59244E+12,-1.3986849,0.78419197,-0.052166052,-4.570104,2.18596,2.732784,0
1.59244E+12,-1.5412171,1.2290363,-0.7296134,-3.6314912,0.742063,2.804206,0
1.59244E+12,-1.4624052,1.0170345,-0.48838657,-3.717304,0.41107,2.422045,0
1.59244E+12,-1.9556386,1.0582372,-0.384901,-3.492911,0.391882,1.378964,0
1.59244E+12,-1.57164,1.2934753,-0.2023639,-5.89301,2.799443,-0.00044,0
1.59244E+12,-1.5091174,1.634355,-0.57390594,-4.985311,1.635904,-0.581943,0
1.59244E+12,-1.4568956,1.5119449,-0.4826374,-5.257141,0.619473,-1.2135481,0
1.59244E+12,-1.6899776,1.5644063,-0.72051054,-5.193181,0.697824,-1.965611,0
1.59244E+12,-1.6916546,1.4362471,-1.0872616,-3.7157052,4.063186,-4.122129,0
1.59244E+12,-1.8121483,1.6154305,-1.0331233,-4.67777,2.000476,-2.959123,0
1.59244E+12,-0.8968276,1.1092613,-1.1114562,0.848907,2.691244,-4.542133,0
1.59244E+12,-0.9497682,1.1976553,-1.0647439,-0.439354,4.066917,-5.216378,0
1.59244E+12,-1.3649083,1.2620943,-1.0285718,-1.752133,4.11009,-5.044752,0
1.59244E+12,-0.8649675,0.9516374,-1.1917055,1.80884,2.015933,-4.196216,0
1.59244E+12,-0.76938707,0.8455168,-1.2091925,1.763535,2.200351,-3.968092,0
1.59244E+12,-0.670932,0.6842996,-1.2075157,2.388211,2.6016998,-3.297578,0
1.59244E+12,-0.3877839,0.74298936,-1.3981974,3.215427,2.810103,-2.531657,0
1.59244E+12,-0.20836096,0.6804668,-1.2834531,2.896693,3.68902,-1.8920571,0
1.59244E+12,-0.2315973,0.48858723,-0.92173254,1.9607451,4.134608,-1.73269,0
1.59244E+12,-0.22512946,0.42007595,-0.61367124,2.6978838,4.022145,-0.538237,0
1.59244E+12,0.1138338,0.4730165,-0.7782421,2.091863,3.361758,1.345385,0
1.59244E+12,0.0678402,0.36857268,-0.30321446,1.6329501,2.6960409,1.874121,0
1.59244E+12,0.013222801,0.118722044,-0.1496629,1.7864541,2.267509,2.64324,0
1.59244E+12,-0.07660845,0.1203989,-0.21410184,1.6238891,2.072964,2.802074,0
1.59244E+12,-0.15925321,0.04014965,-0.082349345,1.663864,1.6327059,3.09096,0
1.59244E+12,-0.18177089,0.08087315,-0.04689595,1.888257,0.885973,3.49071,0
1.59244E+12,-0.2593851,0.1548941,-0.01048435,1.497568,2.088954,3.367054,0
1.59244E+12,-0.6369159,0.11632655,0.23481485,0.604793,1.3789979,3.668732,0
1.59244E+12,-0.45605564,0.1467494,0.27985024,0.578676,2.153447,3.279642,0
1.59244E+12,-0.7056667,0.11345194,0.26475862,-0.53582704,1.0048319,3.957085,0
1.59244E+12,-0.62996894,0.30892473,0.33494675,-1.22393,2.135325,3.239667,0
1.59244E+12,-0.95120555,0.35707432,0.29230684,-3.094227,1.793139,3.657006,0
1.59244E+12,-0.8546668,0.61387193,0.22092095,-2.835722,0.723941,3.682057,0
1.59244E+12,-1.5057638,1.4230717,-0.26680285,-3.6693342,0.34870902,3.65061,0
1.59244E+12,-0.9948036,0.9791857,-0.21889286,-4.323325,0.978715,3.844089,0
1.59244E+12,-1.7460324,1.5423677,-0.5413271,-3.709842,0.182946,3.129869,0
1.59244E+12,-2.3173592,1.5347021,-0.279499,-5.0599313,2.2019498,1.348583,0
1.59244E+12,-2.1700358,1.4633162,-0.2042803,-5.600926,1.3587439,0.826243,0
1.59244E+12,-1.9736049,1.7735335,-0.32477397,-5.6712823,0.571503,-0.742376,0
1.59244E+12,-2.1065552,1.6190237,-0.55354416,-5.744836,1.6673509,-1.606369,0
1.59244E+12,-2.1436853,1.5471587,-1.1641572,-3.4380121,4.533292,-5.109245,0
1.59244E+12,-2.0897868,1.7004707,-0.823517,-4.351574,2.877261,-3.441488,0
1.59244E+12,-1.9168316,1.4429544,-1.0096474,-1.1679649,3.1704109,-5.467421,0
1.59244E+12,-1.3852701,1.6053693,-1.2139835,0.29192197,2.555862,-5.414121,0
1.59244E+12,-1.2530385,1.3708498,-1.14667,1.13193,2.216874,-5.212114,0
1.59244E+12,-0.7574096,0.8958222,-1.1845189,2.337043,2.58571,-4.116799,0
1.59244E+12,-1.0786461,1.1392051,-1.0815123,1.654803,1.79687,-4.835283,0
1.59244E+12,-0.61200273,0.7063382,-1.2697986,2.614203,2.511623,-3.574738,0
1.59244E+12,-0.2708835,0.53673685,-1.1442745,2.722935,3.009978,-2.679298,0
1.59244E+12,-0.0457065,0.54224646,-0.981141,2.643518,3.119243,-1.522688,0
1.59244E+12,0.0050781,0.40043288,-0.72290605,2.357297,3.030232,-0.924662,0
1.59244E+12,-0.07517115,0.3882158,-0.45461005,1.772596,3.514196,0.074713,0
1.59244E+12,0.01777425,0.25574464,-0.3211807,1.6857171,3.4491699,0.982945,0
1.59244E+12,0.0798177,0.13788605,-0.2215279,1.293429,2.805306,1.640667,0
1.59244E+12,0.0400524,0.124231696,-0.025096899,1.368049,2.632081,2.529178,0
1.59244E+12,-0.029656649,0.09524615,-0.08282845,1.612696,1.4285669,2.980096,0
1.59244E+12,-0.12547664,0.16088286,0.0534755,2.445775,0.711149,3.355328,0
1.59244E+12,-0.23710695,0.1453121,0.0362279,1.6452091,2.466851,3.530685,0
1.59244E+12,-0.5099544,0.19441985,0.34476832,0.190652,2.053243,3.609569,0
1.59244E+12,-0.6381136,0.16974619,0.38477316,-0.663214,2.16997,3.182636,0
1.59244E+12,-0.7701057,0.08662235,0.36369276,-1.6807109,2.115604,3.702311,0
1.59244E+12,-0.75764906,0.508949,0.21852545,-2.606532,1.5165119,3.752413,0
1.59244E+12,-0.9308437,0.5410487,0.045809902,-2.572953,0.999502,3.670864,0
1.59244E+12,-1.2935225,0.7633511,-0.1659523,-4.178349,1.4546839,3.486446,0
1.59244E+12,-1.1989002,0.89773864,-0.1434346,-4.010454,0.48036,3.070706,0
1.59244E+12,-1.557267,1.150943,-0.45652646,-3.849488,0.217591,2.613925,0
1.59244E+12,-1.6518892,1.3852229,-0.46035925,-5.865827,2.522816,0.905127,0
1.59244E+12,-1.9716885,1.3147953,-0.23590091,-4.724141,2.0505779,0.017682001,0
1.59244E+12,-1.8013685,1.400075,-0.6177436,-3.779665,0.174418,-0.97956103,0
1.59244E+12,-2.0095372,1.342583,-0.5214445,-4.995971,1.5842029,-2.44691,0
1.59244E+12,-2.1154184,1.3701313,-0.4653898,-4.5487843,2.468983,-3.447884,0
1.59244E+12,-2.0066628,1.5679996,-0.88196725,-2.87623,2.947084,-4.5416,0
1.59244E+12,-1.7381274,1.5591362,-1.1960173,-1.232458,2.997186,-5.018102,0
1.59244E+12,-1.6061351,1.5404513,-1.1306202,0.106971,2.2755039,-5.054346,0
1.59244E+12,-1.1651237,1.4470268,-1.1586475,1.160179,1.303312,-4.654063,0
1.59244E+12,-0.8172971,1.1018353,-1.3490897,1.930897,0.623204,-4.135987,0
1.59244E+12,-0.7480671,1.0730892,-1.549114,2.566766,3.297265,-4.101342,0
1.59244E+12,-0.88676655,0.82707137,-1.5356991,2.91215,3.394271,-3.883878,0
1.59244E+12,-0.6644641,0.91235125,-1.2537489,3.12002,3.037694,-3.051865,0
1.59244E+12,-0.2196198,0.7413125,-0.90376633,3.161594,2.674188,-2.040764,0
1.59244E+12,-0.12978855,0.633515,-0.7806376,2.616335,2.823428,-1.184233,0
1.59244E+12,-0.1190088,0.5719506,-0.49293804,2.525725,3.086197,-0.460952,0
1.59244E+12,-0.06175635,0.38222703,-0.43448788,2.520928,2.668858,0.542154,0
1.59244E+12,-0.02294925,0.41169173,-0.2497948,2.8236718,2.276037,1.093276,0
1.59244E+12,-0.0543303,0.2473604,-0.1443928,2.424988,2.8745959,1.789374,0
1.59244E+12,-0.0605586,0.25382823,-0.0021001,2.8764389,1.9157289,2.386334,0
1.59244E+12,-0.18608281,0.1788491,0.2144531,2.508136,1.9615669,2.635245,0
1.59244E+12,-0.26537386,0.104349054,0.30476347,1.8989171,2.019131,2.883623,0
1.59244E+12,-0.268488,0.149624,0.26451904,1.267845,3.142695,3.021137,0
1.59244E+12,-0.54181457,0.09955805,0.42932945,0.129357,2.478044,3.216215,0
1.59244E+12,-0.43449616,0.28209513,0.372077,0.211439,1.2676009,3.806246,0
1.59244E+12,-0.53151387,0.28496975,0.18977945,-0.697859,2.046314,3.606371,0
1.59244E+12,-1.0326525,0.5204474,0.30811715,-1.9962469,2.068167,4.06102,0
1.59244E+12,-0.8395752,0.626568,0.10449965,-3.959286,3.364956,3.079767,0
1.59244E+12,-1.5124711,0.79233664,0.0803051,-4.6831,2.890586,3.538147,0
1.59244E+12,-1.0510979,1.1241133,-0.08330755,-4.558378,1.5788729,2.395395,0
1.59244E+12,-1.6281738,1.1964575,-0.14535101,-5.342421,1.331561,2.183794,0
1.59244E+12,-1.8308331,1.6619031,-0.28452954,-5.719785,1.5842029,1.165764,0
1.59244E+12,-1.7220774,1.5598549,-0.45652646,-5.43463,-0.019593999,0.109891005,0
1.59244E+12,-2.1441646,1.8178501,-0.36406013,-6.403091,1.4877299,-0.971566,0
1.59244E+12,-2.0351691,1.8600109,-0.5885185,-5.0892463,2.0185978,-2.493814,0
1.59244E+12,-2.2627416,1.9213358,-0.9363451,-4.70442,4.079176,-4.353984,0
1.59244E+12,-2.0924218,1.6882536,-0.84579515,-3.0883641,5.146775,-5.663565,0
1.59244E+12,-1.687103,1.840847,-1.0175526,0.088849,2.424211,-5.498335,0
1.59244E+12,-1.0379226,1.5646459,-1.0542037,1.218276,1.489862,-5.531914,0
1.59244E+12,-1.0527747,1.3195862,-1.1351717,1.572721,2.1971529,-4.768125,0
1.59244E+12,-0.53414893,1.096086,-1.2688406,2.4351149,1.5671469,-3.922254,0
1.59244E+12,-0.3916167,0.76454884,-1.2997425,3.0901718,1.598594,-3.264532,0
1.59244E+12,-0.2608224,0.62297475,-1.3445383,2.97078,2.895383,-2.911686,0
1.59244E+12,-0.27112305,0.46127853,-1.1449931,3.0059578,3.7913558,-2.243304,0
1.59244E+12,-0.24764714,0.4394795,-0.9164624,2.529456,4.309965,-1.598374,0
1.59244E+12,-0.273279,0.27610642,-0.63091886,1.9820651,4.659613,-0.67735,0
